SUBJECT,CODE,TITLE,CREDIT,ATTRIBUTE,EXCLUSION STR,PREREQUISITE STR,COREQUISITE STR,DESCRIPTION,COLIST WITH STR,VECTOR,PREVIOUS CODE,OFFER IN
"CHEM","2150","Organic Chemistry Laboratory","1","-","CHEM 2151 (prior to 2014-15)","(CHEM 1010 OR CHEM 1020) AND CHEM 1050","CHEM 2110 OR CHEM 2111","This is the laboratory course designed for students who enrolled in CHEM 2110 and CHEM 2111. Students will perform a series of organic experiments related to the theory learnt in courses. Students will be trained to perform a wide range of basic organic laboratory techniques, operate chemical instruments in laboratory, relate the physical and chemical principles and theory in practice and develop their data interpretation and analyzing skills. Experiments of topics such as esterification and Williamson ether synthesis will be included. For students in the programs under the four-year degree that designate the course as a required course/specified elective.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"CHEM","2155","Fundamental Organic Chemistry Laboratory","1","-","CHEM 2150","(CHEM 1010 OR CHEM 1020) AND CHEM 1050","CHEM 2110 OR CHEM 2111","This is the laboratory course designed for non-CHEM students who enrolled in CHEM 2110 or CHEM 2111. Students will perform a series of organic experiments related to the theories learnt in the related lecture courses. Students will be trained to practice a wide range of fundamental organic laboratory techniques, operate chemical instruments, relate the physical and chemical principles and theory in practice, and develop their data interpretation and analytical skills. For non-CHEM students in programs that designate this course as required course/specified elective only.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"CHEM","2210","Inorganic Chemistry I","3","-","-","CHEM 1030","-","This course is designed for students who have taken CHEM 1030 under the four-year degree. Key topics include atomic structure, molecular structure and bonding, structures of simple solids, physical techniques in inorganic chemistry, molecular symmetry, acids and bases, introduction to coordination chemistry, electronic structures and spectra of coordination compounds. For students in the programs under the four-year degree that designate the course as required course/specified elective, or students with approval from the instructor.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"CHEM","2250","Inorganic Chemistry Laboratory","1","-","-","CHEM 1030","CHEM 2210","This course is the laboratory course designed for students who enrolled in CHEM 2210. Students will perform a series of inorganic experiments related to the theory learnt in courses. Students will be trained to perform a wide range of basic inorganic laboratory techniques, operate chemical instruments in laboratory, relate the physical and chemical principles and theory in practice and develop their data interpretation and analyzing skills. Experiments of the preparation of different metal complexes and organometallic compounds will be included. For CHEM students under the four-year degree only.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"CHEM","2310","Fundamentals of Analytical Chemistry","3","-","CHEM 2311","CHEM 1030","-","Fundamental and practical aspects of chemical analysis, including titrimetric, electrical and spectroscopic methods, analytical separations by GLC and HPLC.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"CHEM","2311","Analytical Chemistry","3","-","CHEM 2310","CHEM 1010 OR CHEM 1020","-","Fundamental and practical aspects of chemical analysis, including titrimetric, electrical, optical and mass spectroscopic methods, analytical separations by chromatography. For students in the programs under the four-year degree that designate this course as required course/specified elective only.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"CHEM","2350","Analytical Chemistry Laboratory","1","-","-","(CHEM 1010 OR CHEM 1020) AND CHEM 1050","CHEM 2310 OR CHEM 2311","This is the laboratory course corresponding to the lecture courses of CHEM 2310 and CHEM 2311. Experiments covered in this course will be closely connected with the topics covered in the lecture courses, including Beer's law, calibration principle, and some basic simple instrumental techniques such as Fourier Transform Infrared Spectrometry, Gas Chromatography, etc. For students in the programs under the four-year degree that designate this course as required course/specified elective.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"CHEM","2355","Fundamental Analytical Chemistry Laboratory","1","-","CHEM 2350","(CHEM 1010 OR CHEM 1020) AND CHEM 1050","CHEM 2310 OR CHEM 2311","This is the laboratory course corresponding to the lecture courses of CHEM 2310 and CHEM 2311. Experiments covered in this course will be closely connected with the topics covered in the lecture courses, including calibration principle, and some basic optical and chromatographic instrumental techniques. For non-CHEM students in programs that designate this course as required course/specified elective only.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"CHEM","2409","Mathematical Methods for Physical Chemistry","3","-","-","(MATH 1014 OR MATH 1020 OR MATH 1024) AND CHEM 1030","-","This course covers mathematical and numerical methods for solving typical complex problems found in undergraduate-level physical chemistry courses. Topics include differential and multivariate calculus, linear algebra, matrices, vectors, Fourier series and transformations, and probability and statistics. For CHEM students under the four-year degree or students with instructor’s approval.","-","-","-","['2018-19 Fall']"
"CHEM","2410","Physical Chemistry I: Equilibrium Thermodynamics and Statistical Mechanics","3","-","-","CHEM 1030 AND (MATH 1014 OR MATH 1020 OR MATH 1024)","-","The course consists of three parts. The first part covers the mathematical background, multivariable calculus and basic probability. The second part teaches the equilibrium thermodynamics, covering the laws of thermodynamics and thermodynamics functions, with applications to various problems in phase equilibrium, chemical and electrochemical equilibrium. The third part teaches the equilibrium statistical thermodynamics, covering the Boltzmann distribution, the statistical ensembles and partition functions and their relations to thermodynamics functions. For CHEM and ENVS students under the four-year degree or students with instructor's approval.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"CHEM","2450","Physical Chemistry Laboratory","1","-","-","CHEM 1030 AND (MATH 1014 OR MATH 1020 OR MATH 1024)","CHEM 2410","This is the laboratory course corresponding to the lecture course CHEM 2410. The topics of experiments covered in the laboratory course will be related to those taught in the lecture course, such as thermodynamics, etc. For CHEM students under the four-year degree only.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"CHEM","3010","Great Ideas in Chemistry","3","-","-","Any CHEM course at or above 1000-level","-","The course covers many major advances, historical developments and contemporary applications of critical concepts in Chemistry. These may range from atomic theory and identification and arrangement of the elements to modern problems such as CO2 and global warming; pollution and environmental clean-up. Unlike other Chemistry courses it will focus on the background to our knowledge, on what experimental evidence our current theories are based, and how old ones were overturned or modified. For science students in their third or fourth year of study under the four-year degree only. Other students with the prerequisites may seek instructor's approval for enrollment in the course.","-","-","-","['2017-18 Spring']"
